platform,series_ticker,series_title,market_ticker,market_title,status,close_time,rules_text,series_metadata
kalshi,KXVOTEFEDCHAIR,Which Senators will vote for the next Fed Chair nominee?,KXVOTEFEDCHAIR-27-LMUR,Will Lisa Murkowski vote for the next Fed Chair nominee?,active,2027-01-01T15:00:00Z,"If Lisa Murkowski votes Yea for the next Fed Chair nominee before Jan 1, 2027, then the market resolves to Yes.
The market shall resolve to **Yes** if:

- A vote results in the confirmation of the Nominee via a procedure that does not result in the recording of a tally of votes

The market shall resolve to **No** if:

- Such a vote results in the rejection of the Nominee via a procedure that does not result in the recording of a tally of votes
- Should a withdrawal of the nominee's nomination be formally communicated to the United States Senate
- The nominee is withdrawn (or intent to nominate a nominee is withdrawn by the President or President-elect)

Should more than one Senate confirmation vote on the confirmation of the Nominee to the Office be held, the outcome of the first such vote will be used to resolve this market.

The outcomes of committee votes, hearings, or reports, cloture votes and other procedural votes will have no impact on the resolution of this market. Once the vote has been closed and the correct result of the vote has been announced, a request by Lisa Murkowski to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website senate.gov or any other official source.","{'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/TRUMPNOMVOTE.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/TRUMPNOMVOTE.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-05T23:49:01.264727Z', 'settlement_sources': [{'name': 'U.S. Senate', 'url': 'https://www.rules.senate.gov/rules-of-the-senate'}], 'tags': ['Congress'], 'ticker': 'KXVOTEFEDCHAIR', 'title': 'Which Senators will vote for the next Fed Chair nominee?'}"
kalshi,KXVOTEFEDCHAIR,Which Senators will vote for the next Fed Chair nominee?,KXVOTEFEDCHAIR-27-JSHA,Will Jeanne Shaheen vote for the next Fed Chair nominee?,active,2027-01-01T15:00:00Z,"If Jeanne Shaheen votes Yea for the next Fed Chair nominee before Jan 1, 2027, then the market resolves to Yes.
The market shall resolve to **Yes** if:

- A vote results in the confirmation of the Nominee via a procedure that does not result in the recording of a tally of votes

The market shall resolve to **No** if:

- Such a vote results in the rejection of the Nominee via a procedure that does not result in the recording of a tally of votes
- Should a withdrawal of the nominee's nomination be formally communicated to the United States Senate
- The nominee is withdrawn (or intent to nominate a nominee is withdrawn by the President or President-elect)

Should more than one Senate confirmation vote on the confirmation of the Nominee to the Office be held, the outcome of the first such vote will be used to resolve this market.

The outcomes of committee votes, hearings, or reports, cloture votes and other procedural votes will have no impact on the resolution of this market. Once the vote has been closed and the correct result of the vote has been announced, a request by Jeanne Shaheen to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website senate.gov or any other official source.","{'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/TRUMPNOMVOTE.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/TRUMPNOMVOTE.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-05T23:49:01.264727Z', 'settlement_sources': [{'name': 'U.S. Senate', 'url': 'https://www.rules.senate.gov/rules-of-the-senate'}], 'tags': ['Congress'], 'ticker': 'KXVOTEFEDCHAIR', 'title': 'Which Senators will vote for the next Fed Chair nominee?'}"
kalshi,KXVOTEFEDCHAIR,Which Senators will vote for the next Fed Chair nominee?,KXVOTEFEDCHAIR-27-JHIC,Will John Hickenlooper vote for the next Fed Chair nominee?,active,2027-01-01T15:00:00Z,"If John Hickenlooper votes Yea for the next Fed Chair nominee before Jan 1, 2027, then the market resolves to Yes.
The market shall resolve to **Yes** if:

- A vote results in the confirmation of the Nominee via a procedure that does not result in the recording of a tally of votes

The market shall resolve to **No** if:

- Such a vote results in the rejection of the Nominee via a procedure that does not result in the recording of a tally of votes
- Should a withdrawal of the nominee's nomination be formally communicated to the United States Senate
- The nominee is withdrawn (or intent to nominate a nominee is withdrawn by the President or President-elect)

Should more than one Senate confirmation vote on the confirmation of the Nominee to the Office be held, the outcome of the first such vote will be used to resolve this market.

The outcomes of committee votes, hearings, or reports, cloture votes and other procedural votes will have no impact on the resolution of this market. Once the vote has been closed and the correct result of the vote has been announced, a request by John Hickenlooper to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website senate.gov or any other official source.","{'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/TRUMPNOMVOTE.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/TRUMPNOMVOTE.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-05T23:49:01.264727Z', 'settlement_sources': [{'name': 'U.S. Senate', 'url': 'https://www.rules.senate.gov/rules-of-the-senate'}], 'tags': ['Congress'], 'ticker': 'KXVOTEFEDCHAIR', 'title': 'Which Senators will vote for the next Fed Chair nominee?'}"
kalshi,KXVOTEFEDCHAIR,Which Senators will vote for the next Fed Chair nominee?,KXVOTEFEDCHAIR-27-JFET,Will John Fetterman vote for the next Fed Chair nominee?,active,2027-01-01T15:00:00Z,"If John Fetterman votes Yea for the next Fed Chair nominee before Jan 1, 2027, then the market resolves to Yes.
The market shall resolve to **Yes** if:

- A vote results in the confirmation of the Nominee via a procedure that does not result in the recording of a tally of votes

The market shall resolve to **No** if:

- Such a vote results in the rejection of the Nominee via a procedure that does not result in the recording of a tally of votes
- Should a withdrawal of the nominee's nomination be formally communicated to the United States Senate
- The nominee is withdrawn (or intent to nominate a nominee is withdrawn by the President or President-elect)

Should more than one Senate confirmation vote on the confirmation of the Nominee to the Office be held, the outcome of the first such vote will be used to resolve this market.

The outcomes of committee votes, hearings, or reports, cloture votes and other procedural votes will have no impact on the resolution of this market. Once the vote has been closed and the correct result of the vote has been announced, a request by John Fetterman to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website senate.gov or any other official source.","{'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/TRUMPNOMVOTE.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/TRUMPNOMVOTE.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-05T23:49:01.264727Z', 'settlement_sources': [{'name': 'U.S. Senate', 'url': 'https://www.rules.senate.gov/rules-of-the-senate'}], 'tags': ['Congress'], 'ticker': 'KXVOTEFEDCHAIR', 'title': 'Which Senators will vote for the next Fed Chair nominee?'}"
kalshi,KXTRUMPIRAN,Will Trump visit Iran?,KXTRUMPIRAN-26MAY01,"Will Donald Trump visit Iran before May 1, 2026?",active,2026-05-01T14:00:00Z,"If Donald Trump has physically travelled to and been present within the geographic boundaries of Iran before May 1, 2026, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","{'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/VISITAREA.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/VISITAREA.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-16T21:37:56.690257Z', 'settlement_sources': [{'name': 'CNBC', 'url': 'https://www.cnbc.com'}, {'name': 'CNN', 'url': 'https://www.cnn.com'}, {'name': 'Fox News', 'url': 'https://www.foxnews.com/'}, {'name': 'local news outlets with verifiable mastheads in ', 'url': 'https://kalshi.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com'}, {'name': 'official government sources of ', 'url': 'https://kalshi.com/'}, {'name': 'official representatives or offices of ', 'url': 'https://kalshi.com/'}, {'name': 'official social media accounts of  or their official representatives', 'url': 'https://kalshi.com/'}, {'name': 'Politico', 'url': 'https://www.politico.com'}, {'name': 'Reuters', 'url': 'https://www.reuters.com'}, {'name': 'Semafor', 'url': 'https://www.semafor.com/'}, {'name': 'the Associated Press', 'url': 'https://apnews.com/'}, {'name': 'The Guardian', 'url': 'https://www.theguardian.com'}, {'name': 'The Information', 'url': 'https://www.theinformation.com/'}, {'name': 'The New York Times', 'url': 'https://www.nytimes.com'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': ['Iran', 'Trump'], 'ticker': 'KXTRUMPIRAN', 'title': 'Will Trump visit Iran?'}"
kalshi,KXTRUMPIRAN,Will Trump visit Iran?,KXTRUMPIRAN-26JUN01,"Will Donald Trump visit Iran before Jun 1, 2026?",active,2026-06-01T14:00:00Z,"If Donald Trump has physically travelled to and been present within the geographic boundaries of Iran before Jun 1, 2026, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","{'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/VISITAREA.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/VISITAREA.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-16T21:37:56.690257Z', 'settlement_sources': [{'name': 'CNBC', 'url': 'https://www.cnbc.com'}, {'name': 'CNN', 'url': 'https://www.cnn.com'}, {'name': 'Fox News', 'url': 'https://www.foxnews.com/'}, {'name': 'local news outlets with verifiable mastheads in ', 'url': 'https://kalshi.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com'}, {'name': 'official government sources of ', 'url': 'https://kalshi.com/'}, {'name': 'official representatives or offices of ', 'url': 'https://kalshi.com/'}, {'name': 'official social media accounts of  or their official representatives', 'url': 'https://kalshi.com/'}, {'name': 'Politico', 'url': 'https://www.politico.com'}, {'name': 'Reuters', 'url': 'https://www.reuters.com'}, {'name': 'Semafor', 'url': 'https://www.semafor.com/'}, {'name': 'the Associated Press', 'url': 'https://apnews.com/'}, {'name': 'The Guardian', 'url': 'https://www.theguardian.com'}, {'name': 'The Information', 'url': 'https://www.theinformation.com/'}, {'name': 'The New York Times', 'url': 'https://www.nytimes.com'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': ['Iran', 'Trump'], 'ticker': 'KXTRUMPIRAN', 'title': 'Will Trump visit Iran?'}"
kalshi,KXTRUMPIRAN,Will Trump visit Iran?,KXTRUMPIRAN-27JAN01,"Will Donald Trump visit Iran before Jan 1, 2027?",active,2027-01-01T15:00:00Z,"If Donald Trump has physically travelled to and been present within the geographic boundaries of Iran before Jan 1, 2027, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","{'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/VISITAREA.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/VISITAREA.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-16T21:37:56.690257Z', 'settlement_sources': [{'name': 'CNBC', 'url': 'https://www.cnbc.com'}, {'name': 'CNN', 'url': 'https://www.cnn.com'}, {'name': 'Fox News', 'url': 'https://www.foxnews.com/'}, {'name': 'local news outlets with verifiable mastheads in ', 'url': 'https://kalshi.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com'}, {'name': 'official government sources of ', 'url': 'https://kalshi.com/'}, {'name': 'official representatives or offices of ', 'url': 'https://kalshi.com/'}, {'name': 'official social media accounts of  or their official representatives', 'url': 'https://kalshi.com/'}, {'name': 'Politico', 'url': 'https://www.politico.com'}, {'name': 'Reuters', 'url': 'https://www.reuters.com'}, {'name': 'Semafor', 'url': 'https://www.semafor.com/'}, {'name': 'the Associated Press', 'url': 'https://apnews.com/'}, {'name': 'The Guardian', 'url': 'https://www.theguardian.com'}, {'name': 'The Information', 'url': 'https://www.theinformation.com/'}, {'name': 'The New York Times', 'url': 'https://www.nytimes.com'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': ['Iran', 'Trump'], 'ticker': 'KXTRUMPIRAN', 'title': 'Will Trump visit Iran?'}"
kalshi,KXTRUMPIRAN,Will Trump visit Iran?,KXTRUMPIRAN-26APR01,"Will Donald Trump visit Iran before Apr 1, 2026?",active,2026-04-01T14:00:00Z,"If Donald Trump has physically travelled to and been present within the geographic boundaries of Iran before Apr 1, 2026, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","{'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/VISITAREA.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/VISITAREA.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-16T21:37:56.690257Z', 'settlement_sources': [{'name': 'CNBC', 'url': 'https://www.cnbc.com'}, {'name': 'CNN', 'url': 'https://www.cnn.com'}, {'name': 'Fox News', 'url': 'https://www.foxnews.com/'}, {'name': 'local news outlets with verifiable mastheads in ', 'url': 'https://kalshi.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com'}, {'name': 'official government sources of ', 'url': 'https://kalshi.com/'}, {'name': 'official representatives or offices of ', 'url': 'https://kalshi.com/'}, {'name': 'official social media accounts of  or their official representatives', 'url': 'https://kalshi.com/'}, {'name': 'Politico', 'url': 'https://www.politico.com'}, {'name': 'Reuters', 'url': 'https://www.reuters.com'}, {'name': 'Semafor', 'url': 'https://www.semafor.com/'}, {'name': 'the Associated Press', 'url': 'https://apnews.com/'}, {'name': 'The Guardian', 'url': 'https://www.theguardian.com'}, {'name': 'The Information', 'url': 'https://www.theinformation.com/'}, {'name': 'The New York Times', 'url': 'https://www.nytimes.com'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': ['Iran', 'Trump'], 'ticker': 'KXTRUMPIRAN', 'title': 'Will Trump visit Iran?'}"
kalshi,KXGAVOTECHARGE,Will anyone be federally charged in connection with the 2020 election in Georgia?,KXGAVOTECHARGE-27JAN01,"Will any individual in connection with the DOJ investigation into the 2020 election in Fulton County be charged with a crime before Jan 1, 2027?",active,2027-01-01T04:59:00Z,"If any individual in connection with the DOJ investigation into the 2020 election in Fulton County has been formally charged with any federal crime after Issuance and before Jan 1, 2027, then the market resolves to Yes.
Formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. Arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. Traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. If charges are filed and then dismissed before the deadline, the market still resolves to Yes. Pre-trial diversion agreements involving formal charges count as charges. For groups of individuals, charges against any member of the specified group trigger the criterion.","{'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CRIMECHARGE.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CRIMECHARGE.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-21T22:50:30.806358Z', 'settlement_sources': [{'name': 'ABC', 'url': 'https://abcnews.go.com/'}, {'name': 'Axios', 'url': 'https://www.axios.com'}, {'name': 'BBC', 'url': 'https://www.bbc.co.uk'}, {'name': 'Bloomberg', 'url': 'https://www.bloomberg.com'}, {'name': 'CBS', 'url': 'https://www.cbsnews.com/'}, {'name': 'CNN', 'url': 'https://www.cnn.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com'}, {'name': 'NBC', 'url': 'https://www.nbcnews.com/'}, {'name': 'NPR', 'url': 'https://www.npr.org'}, {'name': 'Politico', 'url': 'https://www.politico.com/'}, {'name': 'Reuters', 'url': 'https://www.reuters.com'}, {'name': 'Semafor', 'url': 'https://semafor.com'}, {'name': 'the Associated Press', 'url': 'https://apnews.com/'}, {'name': 'The Information', 'url': 'https://www.theinformation.com'}, {'name': 'the New York Times', 'url': 'https://www.nytimes.com'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': ['SCOTUS & courts'], 'ticker': 'KXGAVOTECHARGE', 'title': 'Will anyone be federally charged in connection with the 2020 election in Georgia?'}"
kalshi,KXGAVOTECHARGE,Will anyone be federally charged in connection with the 2020 election in Georgia?,KXGAVOTECHARGE-26JUN01,"Will any individual in connection with the DOJ investigation into the 2020 election in Fulton County be charged with a crime before Jun 1, 2026?",active,2026-06-01T03:59:00Z,"If any individual in connection with the DOJ investigation into the 2020 election in Fulton County has been formally charged with any federal crime after Issuance and before Jun 1, 2026, then the market resolves to Yes.
Formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. Arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. Traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. If charges are filed and then dismissed before the deadline, the market still resolves to Yes. Pre-trial diversion agreements involving formal charges count as charges. For groups of individuals, charges against any member of the specified group trigger the criterion.","{'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CRIMECHARGE.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CRIMECHARGE.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-21T22:50:30.806358Z', 'settlement_sources': [{'name': 'ABC', 'url': 'https://abcnews.go.com/'}, {'name': 'Axios', 'url': 'https://www.axios.com'}, {'name': 'BBC', 'url': 'https://www.bbc.co.uk'}, {'name': 'Bloomberg', 'url': 'https://www.bloomberg.com'}, {'name': 'CBS', 'url': 'https://www.cbsnews.com/'}, {'name': 'CNN', 'url': 'https://www.cnn.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com'}, {'name': 'NBC', 'url': 'https://www.nbcnews.com/'}, {'name': 'NPR', 'url': 'https://www.npr.org'}, {'name': 'Politico', 'url': 'https://www.politico.com/'}, {'name': 'Reuters', 'url': 'https://www.reuters.com'}, {'name': 'Semafor', 'url': 'https://semafor.com'}, {'name': 'the Associated Press', 'url': 'https://apnews.com/'}, {'name': 'The Information', 'url': 'https://www.theinformation.com'}, {'name': 'the New York Times', 'url': 'https://www.nytimes.com'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': ['SCOTUS & courts'], 'ticker': 'KXGAVOTECHARGE', 'title': 'Will anyone be federally charged in connection with the 2020 election in Georgia?'}"
kalshi,KXMULLINCOUNT,How many Senators will vote for Markwayne Mullin as DHS Secretary?,KXMULLINCOUNT-27-T52,How many Senators vote to confirm  as Secretary of Homeland Security?,active,2027-01-01T15:00:00Z,"If the number of Senators voting Yea for the nomination of Markwayne Mullin to Secretary of Homeland Security after Issuance and before Jan 1, 2027 is above 52, then the market resolves to Yes.
If no vote has occurred before Jan 1, 2027, then any market not including “zero” within its count (e.g. “Between 50 and 64”) resolves to No, and any market including “zero” (e.g. “Below 50”) resolves to Yes. If the vote count is not specified but the nominee is confirmed, any market including “100” (e.g. “Between 65 and 100”) will resolve to Yes, and any market not including “100” (e.g. “Below 65”) will resolve to No. Any vote cast by the Vice President on the nomination shall not be considered for purposes of this market. Once the market has expired, a request by any Senator to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Senate.gov or any other official source.","{'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CONFCOUNT.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CONFCOUNT.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-05T20:17:59.363809Z', 'settlement_sources': [{'name': 'U.S. Senate', 'url': 'https://www.rules.senate.gov/rules-of-the-senate'}], 'tags': ['Congress'], 'ticker': 'KXMULLINCOUNT', 'title': 'How many Senators will vote for Markwayne Mullin as DHS Secretary?'}"
kalshi,KXMULLINCOUNT,How many Senators will vote for Markwayne Mullin as DHS Secretary?,KXMULLINCOUNT-27-T51,How many Senators vote to confirm  as Secretary of Homeland Security?,active,2027-01-01T15:00:00Z,"If the number of Senators voting Yea for the nomination of Markwayne Mullin to Secretary of Homeland Security after Issuance and before Jan 1, 2027 is above 51, then the market resolves to Yes.
If no vote has occurred before Jan 1, 2027, then any market not including “zero” within its count (e.g. “Between 50 and 64”) resolves to No, and any market including “zero” (e.g. “Below 50”) resolves to Yes. If the vote count is not specified but the nominee is confirmed, any market including “100” (e.g. “Between 65 and 100”) will resolve to Yes, and any market not including “100” (e.g. “Below 65”) will resolve to No. Any vote cast by the Vice President on the nomination shall not be considered for purposes of this market. Once the market has expired, a request by any Senator to add, remove, or alter a vote shall not be considered for purposes of resolving this market, regardless of any change to the official vote tally reported by the website Senate.gov or any other official source.","{'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CONFCOUNT.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CONFCOUNT.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-05T20:17:59.363809Z', 'settlement_sources': [{'name': 'U.S. Senate', 'url': 'https://www.rules.senate.gov/rules-of-the-senate'}], 'tags': ['Congress'], 'ticker': 'KXMULLINCOUNT', 'title': 'How many Senators will vote for Markwayne Mullin as DHS Secretary?'}"
