kalshi_series_ticker,kalshi_series,kalshi_market_ticker,kalshi_market,kalshi_candidate_title_clean,kalshi_district,kalshi_rules_text,kalshi_rules_text_clean,polymarket_series_ticker,polymarket_series,polymarket_market_ticker,polymarket_market,polymarket_group_item_title,polymarket_candidate_title_clean,polymarket_district,polymarket_rules_text,polymarket_rules_text_clean,market_score,series_score,combined_score,date_diff_days,shared_candidate_words,shared_series_words,k_yes_bid,k_yes_ask,k_no_bid,k_no_ask,p_yes_bid,p_yes_ask,p_no_bid,p_no_ask
KXUSAIRANAGREEMENT,US Iran nuclear deal,KXUSAIRANAGREEMENT-27-26JUN,Will the US agree to a new Iranian nuclear deal this year?,the us agree to a new iranian nuclear deal this year,,"If the United States has agreed to, signed, or accepted a new Iran-US nuclear deal before Jun 1, 2026, then the market resolves to Yes.
An agreement also made with other countries (i.e. multilaterally) is still encompassed if the United States participates. ""A new Iran-US nuclear deal"" means a formal written agreement signed by authorized representatives of both the United States and Iran that (1) imposes verifiable restrictions on Iran's nuclear program, including limits on uranium enrichment, centrifuge numbers, or nuclear facility operations, AND (2) provides for the lifting, suspension, or modification of at least one US economic sanction on Iran in exchange for Iran's nuclear commitments.","if the united states has agreed to, signed, or accepted a new iran-us nuclear deal before jun 1, 2026, then the market resolves to yes. an agreement also made with other countries (i.e. multilaterally) is still encompassed if the united states participates. ""a new iran-us nuclear deal"" means a formal written agreement signed by authorized representatives of both the united states and iran that (1) imposes verifiable restrictions on iran's nuclear program, including limits on uranium enrichment, centrifuge numbers, or nuclear facility operations, and (2) provides for the lifting, suspension, or modification of at least one us economic sanction on iran in exchange for iran's nuclear commitments.",257313.0,US-Iran nuclear deal by April 30?,1543487,US-Iran nuclear deal by April 30?,,us-iran nuclear deal by april 30,,"This market will resolve to ""Yes"" if an official agreement over Iranian nuclear research and/or nuclear weapon development, defined as a publicly announced mutual agreement, is reached between the United States and Iran by April 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”.

If such an agreement is officially reached before the resolution date, this market will resolve to ""Yes"", regardless of if/when the agreement goes into effect.

Agreements that include the United States and Iran as parties, even if they also involve other countries (e.g., a multilateral deal like the JCPOA), will qualify for resolution.

The primary resolution source for this market will be an official announcement by the United States and/or the Islamic Republic of Iran, however an overwhelming consensus of credible reporting confirming an agreement has been reached will also qualify.
Specific: US-Iran nuclear deal by April 30?","this market will resolve to ""yes"" if an official agreement over iranian nuclear research and/or nuclear weapon development, defined as a publicly announced mutual agreement, is reached between the united states and iran by april 30, 2026, 11:59 pm et. otherwise, this market will resolve to “no”. if such an agreement is officially reached before the resolution date, this market will resolve to ""yes"", regardless of if/when the agreement goes into effect. agreements that include the united states and iran as parties, even if they also involve other countries (e.g., a multilateral deal like the jcpoa), will qualify for resolution. the primary resolution source for this market will be an official announcement by the united states and/or the islamic republic of iran, however an overwhelming consensus of credible reporting confirming an agreement has been reached will also qualify. specific: us-iran nuclear deal by april 30?",0.4387,0.98,0.5741,32.0,"deal, nuclear, us","deal, iran, nuclear, us",14.000000000000002,17.0,83.0,86.0,1.0,99.0,1.0,99.0
KXUSAIRANAGREEMENT,US Iran nuclear deal,KXUSAIRANAGREEMENT-27-26AUG,Will the US agree to a new Iranian nuclear deal before August?,the us agree to a new iranian nuclear deal before august,,"If the United States has agreed to, signed, or accepted a new Iran-US nuclear deal before Aug 1, 2026, then the market resolves to Yes.
An agreement also made with other countries (i.e. multilaterally) is still encompassed if the United States participates. ""A new Iran-US nuclear deal"" means a formal written agreement signed by authorized representatives of both the United States and Iran that (1) imposes verifiable restrictions on Iran's nuclear program, including limits on uranium enrichment, centrifuge numbers, or nuclear facility operations, AND (2) provides for the lifting, suspension, or modification of at least one US economic sanction on Iran in exchange for Iran's nuclear commitments.","if the united states has agreed to, signed, or accepted a new iran-us nuclear deal before aug 1, 2026, then the market resolves to yes. an agreement also made with other countries (i.e. multilaterally) is still encompassed if the united states participates. ""a new iran-us nuclear deal"" means a formal written agreement signed by authorized representatives of both the united states and iran that (1) imposes verifiable restrictions on iran's nuclear program, including limits on uranium enrichment, centrifuge numbers, or nuclear facility operations, and (2) provides for the lifting, suspension, or modification of at least one us economic sanction on iran in exchange for iran's nuclear commitments.",108031.0,US-Iran nuclear deal by June 30?,957019,US-Iran nuclear deal by June 30?,,us-iran nuclear deal by june 30,,"This market will resolve to ""Yes"" if an official agreement over Iranian nuclear research and/or nuclear weapon development, defined as a publicly announced mutual agreement, is reached between the United States and Iran by June 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”.

If such an agreement is officially reached before the resolution date, this market will resolve to ""Yes"", regardless of if/when the agreement goes into effect.

Agreements that include the United States and Iran as parties, even if they also involve other countries (e.g., a multilateral deal like the JCPOA), will qualify for resolution.

The primary resolution source for this market will be an official announcement by the United States and/or the Islamic Republic of Iran, however an overwhelming consensus of credible reporting confirming an agreement has been reached will also qualify.
Specific: US-Iran nuclear deal by June 30?","this market will resolve to ""yes"" if an official agreement over iranian nuclear research and/or nuclear weapon development, defined as a publicly announced mutual agreement, is reached between the united states and iran by june 30, 2026, 11:59 pm et. otherwise, this market will resolve to “no”. if such an agreement is officially reached before the resolution date, this market will resolve to ""yes"", regardless of if/when the agreement goes into effect. agreements that include the united states and iran as parties, even if they also involve other countries (e.g., a multilateral deal like the jcpoa), will qualify for resolution. the primary resolution source for this market will be an official announcement by the united states and/or the islamic republic of iran, however an overwhelming consensus of credible reporting confirming an agreement has been reached will also qualify. specific: us-iran nuclear deal by june 30?",0.4387,0.98,0.5741,32.0,"deal, nuclear, us","deal, iran, nuclear, us",23.0,25.0,75.0,77.0,1.0,99.0,1.0,99.0
KXLEADERSOUT,World leaders out this year?,KXLEADERSOUT-27JAN01-LSILBRA,"Will Luiz Inácio Lula da Silva leave President of Brazil before Jan 1, 2027?",luiz in cio lula da silva leave president of brazil before jan 1 2027,,"If Luiz Inácio Lula da Silva has either officially announced their intention to leave as President of Brazil or has actually left President of Brazil before Jan 1, 2027, then the market resolves to Yes.
An ""official announcement"" means a statement by the person themselves, their authorized representative, or the official body governing the office that the person will be departing from the office. Such announcements must be reported by at least one Source Agency to be considered official. The announcement must not specify they are leaving in more than a year from the statement, in which case the market does not resolve to Yes.

""Leaving office"" means the person no longer holds the office in any capacity, including but not limited to: resignation (effective), termination, removal, impeachment and removal, recall, or the expiration of their term without renewal. Temporary absences such as medical leave, suspension with possibility of return, or delegation of duties while retaining the office do NOT constitute leaving office. Death does NOT satisfy the Payout Criterion for this Contract. Forced departures (termination, impeachment and removal, etc.) satisfy the Payout Criterion even without a prior announcement.","if luiz inácio lula da silva has either officially announced their intention to leave as president of brazil or has actually left president of brazil before jan 1, 2027, then the market resolves to yes. an ""official announcement"" means a statement by the person themselves, their authorized representative, or the official body governing the office that the person will be departing from the office. such announcements must be reported by at least one source agency to be considered official. the announcement must not specify they are leaving in more than a year from the statement, in which case the market does not resolve to yes. ""leaving office"" means the person no longer holds the office in any capacity, including but not limited to: resignation (effective), termination, removal, impeachment and removal, recall, or the expiration of their term without renewal. temporary absences such as medical leave, suspension with possibility of return, or delegation of duties while retaining the office do not constitute leaving office. death does not satisfy the payout criterion for this contract. forced departures (termination, impeachment and removal, etc.) satisfy the payout criterion even without a prior announcement.",241861.0,Next leader out of power before 2027?,1485223,Will Luiz Inácio Lula da Silva be the next leader out before 2027?,Lula da Silva - Brazil President,lula da silva - brazil president,,"This market will resolve according to the first individual who ceases to occupy their listed office.

An announcement of a resignation/removal, or a scheduled departure from office due to the outcome of an election, will not alone qualify.

Only permanent removal from office will qualify for resolution. Temporary removals, such as impeachment suspensions (e.g., Yoon Suk Yeol's recent impeachment), temporary invocation of the 25th Amendment, or any similar provisional transfers of power, will not count.

Additionally, if an individual continues in a caretaker or interim role (e.g., Gabriel Attal remaining as caretaker Prime Minister of France), they will not be considered to have ceased occupying the office for the purposes of this market.

If this criterion has not been met for any of the listed individuals by December 31, 2026, 11:59 PM ET, this market will resolve to “None before 2027”. No additional individuals will be added to this market after its creation.

The resolution source for this market will be a consensus of credible reporting.
Specific: Will Luiz Inácio Lula da Silva be the next leader out before 2027?","this market will resolve according to the first individual who ceases to occupy their listed office. an announcement of a resignation/removal, or a scheduled departure from office due to the outcome of an election, will not alone qualify. only permanent removal from office will qualify for resolution. temporary removals, such as impeachment suspensions (e.g., yoon suk yeol's recent impeachment), temporary invocation of the 25th amendment, or any similar provisional transfers of power, will not count. additionally, if an individual continues in a caretaker or interim role (e.g., gabriel attal remaining as caretaker prime minister of france), they will not be considered to have ceased occupying the office for the purposes of this market. if this criterion has not been met for any of the listed individuals by december 31, 2026, 11:59 pm et, this market will resolve to “none before 2027”. no additional individuals will be added to this market after its creation. the resolution source for this market will be a consensus of credible reporting. specific: will luiz inácio lula da silva be the next leader out before 2027?",0.7,0.1571,0.5643,2.0,"brazil, da, lula, silva",out,12.0,13.0,87.0,88.0,0.1,99.9,0.1,99.9
KXFEDERALCHARGE,Who will be charged with a federal crime,KXFEDERALCHARGE-27JAN01-JKEN,"Will Joe Kent be charged with a any crime before Jan 1, 2027?",joe kent be charged with a any crime before jan 1 2027,,"If Joe Kent has been formally charged with a federal crime  after Issuance and before Jan 1, 2027, then the market resolves to Yes.
Charges filed in military courts are included. The reinstatement of charges filed prior to Issuance does not count; only the filing of a new charging document after Issuance triggers the Payout Criterion.

Formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. Arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. Traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. If charges are filed and then dismissed before the deadline, the market still resolves to Yes. Pre-trial diversion agreements involving formal charges count as charges. For groups of individuals, charges against any member of the specified group trigger the criterion.","if joe kent has been formally charged with a federal crime after issuance and before jan 1, 2027, then the market resolves to yes. charges filed in military courts are included. the reinstatement of charges filed prior to issuance does not count; only the filing of a new charging document after issuance triggers the payout criterion. formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. if charges are filed and then dismissed before the deadline, the market still resolves to yes. pre-trial diversion agreements involving formal charges count as charges. for groups of individuals, charges against any member of the specified group trigger the criterion.",96557.0,Will AI be charged with a crime before 2027?,810179,Will AI be charged with a crime before 2027?,,ai be charged with a crime before 2027,,"This market will resolve to “Yes” if any Federal or State jurisdiction of the United States formally charges or otherwise announces a criminal indictment of any AI or LLM by December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”.

For the purposes of this market the District of Columbia and any county, municipality, or other subdivision of a State shall be included within the definition of a State. The charge or indictment of a company or organization behind the AI or large language model will not be sufficient. Charges or indictments must be of the AI or LLM itself. 

The primary resolution source for this market will be official information from US governmental sources, however a wide consensus of credible reporting will also be used.
Specific: Will AI be charged with a crime before 2027?","this market will resolve to “yes” if any federal or state jurisdiction of the united states formally charges or otherwise announces a criminal indictment of any ai or llm by december 31, 2026, 11:59 pm et. otherwise, this market will resolve to “no”. for the purposes of this market the district of columbia and any county, municipality, or other subdivision of a state shall be included within the definition of a state. the charge or indictment of a company or organization behind the ai or large language model will not be sufficient. charges or indictments must be of the ai or llm itself. the primary resolution source for this market will be official information from us governmental sources, however a wide consensus of credible reporting will also be used. specific: will ai be charged with a crime before 2027?",0.585,0.48,0.5588,1.0,"2027, charged, crime","charged, crime",15.0,23.0,77.0,85.0,1.0,99.0,1.0,99.0
KXFEDERALCHARGE,Who will be charged with a federal crime,KXFEDERALCHARGE-27JAN01-TCAR,"Will Tucker Carlson be charged with a any crime before Jan 1, 2027?",tucker carlson be charged with a any crime before jan 1 2027,,"If Tucker Carlson has been formally charged with a federal crime  after Issuance and before Jan 1, 2027, then the market resolves to Yes.
Charges filed in military courts are included. The reinstatement of charges filed prior to Issuance does not count; only the filing of a new charging document after Issuance triggers the Payout Criterion.

Formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. Arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. Traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. If charges are filed and then dismissed before the deadline, the market still resolves to Yes. Pre-trial diversion agreements involving formal charges count as charges. For groups of individuals, charges against any member of the specified group trigger the criterion.","if tucker carlson has been formally charged with a federal crime after issuance and before jan 1, 2027, then the market resolves to yes. charges filed in military courts are included. the reinstatement of charges filed prior to issuance does not count; only the filing of a new charging document after issuance triggers the payout criterion. formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. if charges are filed and then dismissed before the deadline, the market still resolves to yes. pre-trial diversion agreements involving formal charges count as charges. for groups of individuals, charges against any member of the specified group trigger the criterion.",96557.0,Will AI be charged with a crime before 2027?,810179,Will AI be charged with a crime before 2027?,,ai be charged with a crime before 2027,,"This market will resolve to “Yes” if any Federal or State jurisdiction of the United States formally charges or otherwise announces a criminal indictment of any AI or LLM by December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”.

For the purposes of this market the District of Columbia and any county, municipality, or other subdivision of a State shall be included within the definition of a State. The charge or indictment of a company or organization behind the AI or large language model will not be sufficient. Charges or indictments must be of the AI or LLM itself. 

The primary resolution source for this market will be official information from US governmental sources, however a wide consensus of credible reporting will also be used.
Specific: Will AI be charged with a crime before 2027?","this market will resolve to “yes” if any federal or state jurisdiction of the united states formally charges or otherwise announces a criminal indictment of any ai or llm by december 31, 2026, 11:59 pm et. otherwise, this market will resolve to “no”. for the purposes of this market the district of columbia and any county, municipality, or other subdivision of a state shall be included within the definition of a state. the charge or indictment of a company or organization behind the ai or large language model will not be sufficient. charges or indictments must be of the ai or llm itself. the primary resolution source for this market will be official information from us governmental sources, however a wide consensus of credible reporting will also be used. specific: will ai be charged with a crime before 2027?",0.585,0.48,0.5588,1.0,"2027, charged, crime","charged, crime",18.0,25.0,75.0,82.0,1.0,99.0,1.0,99.0
KXFEDERALCHARGE,Who will be charged with a federal crime,KXFEDERALCHARGE-27JAN01-RCAS,"Will Raúl Castro be charged with a any crime before Jan 1, 2027?",ra l castro be charged with a any crime before jan 1 2027,,"If Raúl Castro has been formally charged with a federal crime  after Issuance and before Jan 1, 2027, then the market resolves to Yes.
Charges filed in military courts are included. The reinstatement of charges filed prior to Issuance does not count; only the filing of a new charging document after Issuance triggers the Payout Criterion.


Formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. Arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. Traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. If charges are filed and then dismissed before the deadline, the market still resolves to Yes. Pre-trial diversion agreements involving formal charges count as charges. For groups of individuals, charges against any member of the specified group trigger the criterion.","if raúl castro has been formally charged with a federal crime after issuance and before jan 1, 2027, then the market resolves to yes. charges filed in military courts are included. the reinstatement of charges filed prior to issuance does not count; only the filing of a new charging document after issuance triggers the payout criterion. formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. if charges are filed and then dismissed before the deadline, the market still resolves to yes. pre-trial diversion agreements involving formal charges count as charges. for groups of individuals, charges against any member of the specified group trigger the criterion.",96557.0,Will AI be charged with a crime before 2027?,810179,Will AI be charged with a crime before 2027?,,ai be charged with a crime before 2027,,"This market will resolve to “Yes” if any Federal or State jurisdiction of the United States formally charges or otherwise announces a criminal indictment of any AI or LLM by December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”.

For the purposes of this market the District of Columbia and any county, municipality, or other subdivision of a State shall be included within the definition of a State. The charge or indictment of a company or organization behind the AI or large language model will not be sufficient. Charges or indictments must be of the AI or LLM itself. 

The primary resolution source for this market will be official information from US governmental sources, however a wide consensus of credible reporting will also be used.
Specific: Will AI be charged with a crime before 2027?","this market will resolve to “yes” if any federal or state jurisdiction of the united states formally charges or otherwise announces a criminal indictment of any ai or llm by december 31, 2026, 11:59 pm et. otherwise, this market will resolve to “no”. for the purposes of this market the district of columbia and any county, municipality, or other subdivision of a state shall be included within the definition of a state. the charge or indictment of a company or organization behind the ai or large language model will not be sufficient. charges or indictments must be of the ai or llm itself. the primary resolution source for this market will be official information from us governmental sources, however a wide consensus of credible reporting will also be used. specific: will ai be charged with a crime before 2027?",0.585,0.48,0.5588,1.0,"2027, charged, crime","charged, crime",36.0,43.99999999999999,56.00000000000001,64.0,1.0,99.0,1.0,99.0
KXFEDERALCHARGE,Who will be charged with a federal crime,KXFEDERALCHARGE-27JAN01-JFRE,"Will Jacob Frey be charged with a any crime before Jan 1, 2027?",jacob frey be charged with a any crime before jan 1 2027,,"If Jacob Frey has been formally charged with a federal crime  after Issuance and before Jan 1, 2027, then the market resolves to Yes.
Charges filed in military courts are included. The reinstatement of charges filed prior to Issuance does not count; only the filing of a new charging document after Issuance triggers the Payout Criterion.


Formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. Arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. Traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. If charges are filed and then dismissed before the deadline, the market still resolves to Yes. Pre-trial diversion agreements involving formal charges count as charges. For groups of individuals, charges against any member of the specified group trigger the criterion.","if jacob frey has been formally charged with a federal crime after issuance and before jan 1, 2027, then the market resolves to yes. charges filed in military courts are included. the reinstatement of charges filed prior to issuance does not count; only the filing of a new charging document after issuance triggers the payout criterion. formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. if charges are filed and then dismissed before the deadline, the market still resolves to yes. pre-trial diversion agreements involving formal charges count as charges. for groups of individuals, charges against any member of the specified group trigger the criterion.",96557.0,Will AI be charged with a crime before 2027?,810179,Will AI be charged with a crime before 2027?,,ai be charged with a crime before 2027,,"This market will resolve to “Yes” if any Federal or State jurisdiction of the United States formally charges or otherwise announces a criminal indictment of any AI or LLM by December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”.

For the purposes of this market the District of Columbia and any county, municipality, or other subdivision of a State shall be included within the definition of a State. The charge or indictment of a company or organization behind the AI or large language model will not be sufficient. Charges or indictments must be of the AI or LLM itself. 

The primary resolution source for this market will be official information from US governmental sources, however a wide consensus of credible reporting will also be used.
Specific: Will AI be charged with a crime before 2027?","this market will resolve to “yes” if any federal or state jurisdiction of the united states formally charges or otherwise announces a criminal indictment of any ai or llm by december 31, 2026, 11:59 pm et. otherwise, this market will resolve to “no”. for the purposes of this market the district of columbia and any county, municipality, or other subdivision of a state shall be included within the definition of a state. the charge or indictment of a company or organization behind the ai or large language model will not be sufficient. charges or indictments must be of the ai or llm itself. the primary resolution source for this market will be official information from us governmental sources, however a wide consensus of credible reporting will also be used. specific: will ai be charged with a crime before 2027?",0.585,0.48,0.5588,1.0,"2027, charged, crime","charged, crime",10.0,14.0,86.0,90.0,1.0,99.0,1.0,99.0
KXFEDERALCHARGE,Who will be charged with a federal crime,KXFEDERALCHARGE-27JAN01-ESLO,"Will Elissa Slotkin be charged with a any crime before Jan 1, 2027?",elissa slotkin be charged with a any crime before jan 1 2027,,"If Elissa Slotkin has been formally charged with a federal crime  after Issuance and before Jan 1, 2027, then the market resolves to Yes.
Charges filed in military courts are included. The reinstatement of charges filed prior to Issuance does not count; only the filing of a new charging document after Issuance triggers the Payout Criterion.


Formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. Arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. Traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. If charges are filed and then dismissed before the deadline, the market still resolves to Yes. Pre-trial diversion agreements involving formal charges count as charges. For groups of individuals, charges against any member of the specified group trigger the criterion.","if elissa slotkin has been formally charged with a federal crime after issuance and before jan 1, 2027, then the market resolves to yes. charges filed in military courts are included. the reinstatement of charges filed prior to issuance does not count; only the filing of a new charging document after issuance triggers the payout criterion. formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. if charges are filed and then dismissed before the deadline, the market still resolves to yes. pre-trial diversion agreements involving formal charges count as charges. for groups of individuals, charges against any member of the specified group trigger the criterion.",96557.0,Will AI be charged with a crime before 2027?,810179,Will AI be charged with a crime before 2027?,,ai be charged with a crime before 2027,,"This market will resolve to “Yes” if any Federal or State jurisdiction of the United States formally charges or otherwise announces a criminal indictment of any AI or LLM by December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”.

For the purposes of this market the District of Columbia and any county, municipality, or other subdivision of a State shall be included within the definition of a State. The charge or indictment of a company or organization behind the AI or large language model will not be sufficient. Charges or indictments must be of the AI or LLM itself. 

The primary resolution source for this market will be official information from US governmental sources, however a wide consensus of credible reporting will also be used.
Specific: Will AI be charged with a crime before 2027?","this market will resolve to “yes” if any federal or state jurisdiction of the united states formally charges or otherwise announces a criminal indictment of any ai or llm by december 31, 2026, 11:59 pm et. otherwise, this market will resolve to “no”. for the purposes of this market the district of columbia and any county, municipality, or other subdivision of a state shall be included within the definition of a state. the charge or indictment of a company or organization behind the ai or large language model will not be sufficient. charges or indictments must be of the ai or llm itself. the primary resolution source for this market will be official information from us governmental sources, however a wide consensus of credible reporting will also be used. specific: will ai be charged with a crime before 2027?",0.585,0.48,0.5588,1.0,"2027, charged, crime","charged, crime",3.0,11.0,89.0,97.0,1.0,99.0,1.0,99.0
KXFEDERALCHARGE,Who will be charged with a federal crime,KXFEDERALCHARGE-27JAN01-IOMA,"Will Ilhan Omar be charged with a any crime before Jan 1, 2027?",ilhan omar be charged with a any crime before jan 1 2027,,"If Ilhan Omar has been formally charged with a federal crime  after Issuance and before Jan 1, 2027, then the market resolves to Yes.
Charges filed in military courts are included. The reinstatement of charges filed prior to Issuance does not count; only the filing of a new charging document after Issuance triggers the Payout Criterion.


Formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. Arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. Traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. If charges are filed and then dismissed before the deadline, the market still resolves to Yes. Pre-trial diversion agreements involving formal charges count as charges. For groups of individuals, charges against any member of the specified group trigger the criterion.","if ilhan omar has been formally charged with a federal crime after issuance and before jan 1, 2027, then the market resolves to yes. charges filed in military courts are included. the reinstatement of charges filed prior to issuance does not count; only the filing of a new charging document after issuance triggers the payout criterion. formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. if charges are filed and then dismissed before the deadline, the market still resolves to yes. pre-trial diversion agreements involving formal charges count as charges. for groups of individuals, charges against any member of the specified group trigger the criterion.",96557.0,Will AI be charged with a crime before 2027?,810179,Will AI be charged with a crime before 2027?,,ai be charged with a crime before 2027,,"This market will resolve to “Yes” if any Federal or State jurisdiction of the United States formally charges or otherwise announces a criminal indictment of any AI or LLM by December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”.

For the purposes of this market the District of Columbia and any county, municipality, or other subdivision of a State shall be included within the definition of a State. The charge or indictment of a company or organization behind the AI or large language model will not be sufficient. Charges or indictments must be of the AI or LLM itself. 

The primary resolution source for this market will be official information from US governmental sources, however a wide consensus of credible reporting will also be used.
Specific: Will AI be charged with a crime before 2027?","this market will resolve to “yes” if any federal or state jurisdiction of the united states formally charges or otherwise announces a criminal indictment of any ai or llm by december 31, 2026, 11:59 pm et. otherwise, this market will resolve to “no”. for the purposes of this market the district of columbia and any county, municipality, or other subdivision of a state shall be included within the definition of a state. the charge or indictment of a company or organization behind the ai or large language model will not be sufficient. charges or indictments must be of the ai or llm itself. the primary resolution source for this market will be official information from us governmental sources, however a wide consensus of credible reporting will also be used. specific: will ai be charged with a crime before 2027?",0.585,0.48,0.5588,1.0,"2027, charged, crime","charged, crime",22.0,23.0,77.0,78.0,1.0,99.0,1.0,99.0
KXFEDERALCHARGE,Who will be charged with a federal crime,KXFEDERALCHARGE-27JAN01-JBRE,"Will John Brennan be charged with a any crime before Jan 1, 2027?",john brennan be charged with a any crime before jan 1 2027,,"If John Brennan has been formally charged with a federal crime  after Issuance and before Jan 1, 2027, then the market resolves to Yes.
Charges filed in military courts are included. The reinstatement of charges filed prior to Issuance does not count; only the filing of a new charging document after Issuance triggers the Payout Criterion.


Formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. Arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. Traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. If charges are filed and then dismissed before the deadline, the market still resolves to Yes. Pre-trial diversion agreements involving formal charges count as charges. For groups of individuals, charges against any member of the specified group trigger the criterion.","if john brennan has been formally charged with a federal crime after issuance and before jan 1, 2027, then the market resolves to yes. charges filed in military courts are included. the reinstatement of charges filed prior to issuance does not count; only the filing of a new charging document after issuance triggers the payout criterion. formal charges require the filing of a criminal complaint, information, or indictment with an appropriate court. arrests without charges, being named as a target of investigation, civil lawsuits, and administrative actions do not constitute charges. traffic violations that don't require court appearances and sealed charges that remain sealed through the deadline also don't count. if charges are filed and then dismissed before the deadline, the market still resolves to yes. pre-trial diversion agreements involving formal charges count as charges. for groups of individuals, charges against any member of the specified group trigger the criterion.",96557.0,Will AI be charged with a crime before 2027?,810179,Will AI be charged with a crime before 2027?,,ai be charged with a crime before 2027,,"This market will resolve to “Yes” if any Federal or State jurisdiction of the United States formally charges or otherwise announces a criminal indictment of any AI or LLM by December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”.

For the purposes of this market the District of Columbia and any county, municipality, or other subdivision of a State shall be included within the definition of a State. The charge or indictment of a company or organization behind the AI or large language model will not be sufficient. Charges or indictments must be of the AI or LLM itself. 

The primary resolution source for this market will be official information from US governmental sources, however a wide consensus of credible reporting will also be used.
Specific: Will AI be charged with a crime before 2027?","this market will resolve to “yes” if any federal or state jurisdiction of the united states formally charges or otherwise announces a criminal indictment of any ai or llm by december 31, 2026, 11:59 pm et. otherwise, this market will resolve to “no”. for the purposes of this market the district of columbia and any county, municipality, or other subdivision of a state shall be included within the definition of a state. the charge or indictment of a company or organization behind the ai or large language model will not be sufficient. charges or indictments must be of the ai or llm itself. the primary resolution source for this market will be official information from us governmental sources, however a wide consensus of credible reporting will also be used. specific: will ai be charged with a crime before 2027?",0.585,0.48,0.5588,1.0,"2027, charged, crime","charged, crime",53.0,57.0,43.0,47.0,1.0,99.0,1.0,99.0
